index,Normalised_ASHP_heat,Normalised_ASHP_elec,Normalised_GSHP_heat,Normalised_GSHP_elec,Normalised_Resistance_heater_heat,Normalised_Resistance_heater_elec,Normalised_Gas_boiler_heat,Normalised_Gas_boiler_gas,UK_daily_average_OAT_[degrees_C]
2013-01-01T00:00:00,5.27E-05,2.34E-05,6.53E-05,2.56E-05,4.17E-05,4.17E-05,1.48E-05,1.76E-05,7.3
2013-01-01T00:30:00,5.28E-05,2.34E-05,6.63E-05,2.58E-05,8.94E-05,8.94E-05,1.48E-05,1.76E-05,7.3
2013-01-01T01:00:00,5.42E-05,2.40E-05,6.88E-05,2.61E-05,9.08E-05,9.08E-05,1.50E-05,1.79E-05,7.3
2013-01-01T01:30:00,5.38E-05,2.40E-05,6.84E-05,2.60E-05,8.97E-05,8.97E-05,1.50E-05,1.79E-05,7.3
2013-01-01T02:00:00,5.85E-05,2.57E-05,7.10E-05,2.64E-05,8.73E-05,8.73E-05,1.54E-05,1.83E-05,7.3
2013-01-01T02:30:00,5.82E-05,2.52E-05,7.09E-05,2.64E-05,8.50E-05,8.50E-05,1.54E-05,1.83E-05,7.3
2013-01-01T03:00:00,6.62E-05,2.75E-05,7.67E-05,2.82E-05,8.04E-05,8.04E-05,1.69E-05,2.01E-05,7.3
2013-01-01T03:30:00,6.50E-05,2.62E-05,7.69E-05,2.82E-05,7.37E-05,7.37E-05,1.69E-05,2.01E-05,7.3
2013-01-01T04:00:00,6.91E-05,2.68E-05,7.81E-05,2.80E-05,7.31E-05,7.31E-05,2.96E-05,3.52E-05,7.3
2013-01-01T04:30:00,7.62E-05,3.02E-05,7.82E-05,2.80E-05,7.31E-05,7.31E-05,3.71E-05,4.42E-05,7.3
2013-01-01T05:00:00,8.86E-05,3.29E-05,7.85E-05,2.83E-05,7.41E-05,7.41E-05,7.49E-05,8.92E-05,7.3
2013-01-01T05:30:00,9.16E-05,3.43E-05,8.28E-05,2.94E-05,7.43E-05,7.43E-05,9.77E-05,0.000116281,7.3
2013-01-01T06:00:00,0.000112936,4.09E-05,8.61E-05,3.06E-05,7.73E-05,7.73E-05,0.000128139,0.000152546,7.3
2013-01-01T06:30:00,0.000118964,4.33E-05,9.42E-05,3.24E-05,7.73E-05,7.73E-05,0.000128139,0.000152546,7.3
2013-01-01T07:00:00,0.000120063,4.45E-05,9.99E-05,3.42E-05,7.55E-05,7.55E-05,0.000133385,0.000158792,7.3
2013-01-01T07:30:00,0.000119545,4.38E-05,9.94E-05,3.39E-05,7.07E-05,7.07E-05,0.000123382,0.000146884,7.3
2013-01-01T08:00:00,0.000116781,4.41E-05,9.83E-05,3.38E-05,6.16E-05,6.16E-05,9.93E-05,0.00011818,7.3
2013-01-01T08:30:00,0.00011353,4.29E-05,9.55E-05,3.33E-05,5.97E-05,5.97E-05,9.22E-05,0.000109711,7.3
2013-01-01T09:00:00,0.000103712,3.86E-05,9.52E-05,3.34E-05,5.51E-05,5.51E-05,7.27E-05,8.65E-05,7.3
2013-01-01T09:30:00,0.000100005,3.69E-05,9.11E-05,3.23E-05,5.51E-05,5.51E-05,7.15E-05,8.51E-05,7.3
2013-01-01T10:00:00,9.24E-05,3.54E-05,8.68E-05,3.13E-05,5.51E-05,5.51E-05,6.24E-05,7.43E-05,7.3
2013-01-01T10:30:00,9.15E-05,3.47E-05,8.52E-05,3.09E-05,5.49E-05,5.49E-05,6.24E-05,7.43E-05,7.3
2013-01-01T11:00:00,9.16E-05,3.47E-05,8.42E-05,3.08E-05,5.49E-05,5.49E-05,6.20E-05,7.38E-05,7.3
2013-01-01T11:30:00,8.95E-05,3.40E-05,8.28E-05,3.03E-05,5.47E-05,5.47E-05,6.20E-05,7.38E-05,7.3
2013-01-01T12:00:00,8.93E-05,3.40E-05,8.08E-05,3.01E-05,5.44E-05,5.44E-05,6.20E-05,7.38E-05,7.3
2013-01-01T12:30:00,8.90E-05,3.40E-05,7.94E-05,2.98E-05,5.43E-05,5.43E-05,6.20E-05,7.38E-05,7.3
2013-01-01T13:00:00,8.84E-05,3.26E-05,7.84E-05,2.92E-05,5.43E-05,5.43E-05,6.24E-05,7.43E-05,7.3
2013-01-01T13:30:00,8.84E-05,3.26E-05,7.81E-05,2.91E-05,5.43E-05,5.43E-05,6.24E-05,7.43E-05,7.3
2013-01-01T14:00:00,9.42E-05,3.49E-05,7.83E-05,2.92E-05,5.43E-05,5.43E-05,6.91E-05,8.23E-05,7.3
2013-01-01T14:30:00,9.44E-05,3.49E-05,7.86E-05,2.94E-05,5.43E-05,5.43E-05,7.20E-05,8.57E-05,7.3
2013-01-01T15:00:00,0.000101694,3.79E-05,8.14E-05,2.98E-05,6.36E-05,6.36E-05,0.000105542,0.000125645,7.3
2013-01-01T15:30:00,0.000101694,3.79E-05,8.14E-05,2.98E-05,6.36E-05,6.36E-05,0.000112868,0.000134366,7.3
2013-01-01T16:00:00,0.000109332,4.13E-05,8.65E-05,3.09E-05,7.73E-05,7.73E-05,0.000152823,0.000181932,7.3
2013-01-01T16:30:00,0.000109597,4.13E-05,9.04E-05,3.20E-05,7.82E-05,7.82E-05,0.000152823,0.000181932,7.3
2013-01-01T17:00:00,0.000110806,4.18E-05,9.28E-05,3.24E-05,8.06E-05,8.06E-05,0.000160661,0.000191263,7.3
2013-01-01T17:30:00,0.000109721,4.13E-05,9.34E-05,3.27E-05,8.08E-05,8.08E-05,0.000160661,0.000191263,7.3
2013-01-01T18:00:00,0.000106446,4.06E-05,9.32E-05,3.27E-05,8.08E-05,8.08E-05,0.000157373,0.000187349,7.3
2013-01-01T18:30:00,0.000105308,3.97E-05,9.39E-05,3.28E-05,8.08E-05,8.08E-05,0.000157373,0.000187349,7.3
2013-01-01T19:00:00,0.000102781,3.95E-05,9.31E-05,3.29E-05,7.87E-05,7.87E-05,0.00014312,0.000170381,7.3
2013-01-01T19:30:00,0.000102835,3.95E-05,9.31E-05,3.29E-05,7.87E-05,7.87E-05,0.00014312,0.000170381,7.3
2013-01-01T20:00:00,0.000101336,3.94E-05,9.01E-05,3.25E-05,7.31E-05,7.31E-05,0.000115175,0.000137113,7.3
2013-01-01T20:30:00,0.000101336,3.94E-05,9.01E-05,3.25E-05,7.31E-05,7.31E-05,0.000112338,0.000133736,7.3
2013-01-01T21:00:00,9.44E-05,3.62E-05,8.59E-05,3.13E-05,6.83E-05,6.83E-05,7.12E-05,8.47E-05,7.3
2013-01-01T21:30:00,9.17E-05,3.54E-05,8.52E-05,3.10E-05,6.36E-05,6.36E-05,5.62E-05,6.70E-05,7.3
2013-01-01T22:00:00,7.77E-05,3.19E-05,8.07E-05,3.02E-05,5.84E-05,5.84E-05,5.01E-05,5.97E-05,7.3
2013-01-01T22:30:00,6.17E-05,2.76E-05,7.35E-05,2.78E-05,5.38E-05,5.38E-05,4.64E-05,5.53E-05,7.3
2013-01-01T23:00:00,5.29E-05,2.48E-05,6.80E-05,2.67E-05,5.10E-05,5.10E-05,3.83E-05,4.56E-05,7.3
2013-01-01T23:30:00,4.95E-05,2.25E-05,6.69E-05,2.64E-05,5.06E-05,5.06E-05,3.83E-05,4.56E-05,7.3
2013-01-02T00:00:00,5.24E-05,2.33E-05,6.59E-05,2.56E-05,4.17E-05,4.17E-05,1.48E-05,1.76E-05,7.3
2013-01-02T00:30:00,5.25E-05,2.33E-05,6.68E-05,2.57E-05,8.94E-05,8.94E-05,1.48E-05,1.76E-05,7.3
2013-01-02T01:00:00,5.39E-05,2.39E-05,6.91E-05,2.63E-05,9.08E-05,9.08E-05,1.50E-05,1.79E-05,7.3
2013-01-02T01:30:00,5.35E-05,2.35E-05,6.88E-05,2.60E-05,8.97E-05,8.97E-05,1.50E-05,1.79E-05,7.3
2013-01-02T02:00:00,5.82E-05,2.57E-05,7.14E-05,2.67E-05,8.73E-05,8.73E-05,1.54E-05,1.83E-05,7.3
2013-01-02T02:30:00,5.79E-05,2.52E-05,7.13E-05,2.65E-05,8.50E-05,8.50E-05,1.54E-05,1.83E-05,7.3
2013-01-02T03:00:00,6.59E-05,2.74E-05,7.73E-05,2.82E-05,8.04E-05,8.04E-05,1.69E-05,2.01E-05,7.3
2013-01-02T03:30:00,6.47E-05,2.61E-05,7.74E-05,2.82E-05,7.37E-05,7.37E-05,1.69E-05,2.01E-05,7.3
2013-01-02T04:00:00,6.88E-05,2.67E-05,7.84E-05,2.81E-05,7.31E-05,7.31E-05,2.96E-05,3.52E-05,7.3
2013-01-02T04:30:00,7.59E-05,3.00E-05,7.85E-05,2.83E-05,7.31E-05,7.31E-05,3.71E-05,4.42E-05,7.3
2013-01-02T05:00:00,8.86E-05,3.28E-05,7.91E-05,2.84E-05,7.41E-05,7.41E-05,7.49E-05,8.92E-05,7.3
2013-01-02T05:30:00,9.16E-05,3.41E-05,8.35E-05,2.97E-05,7.43E-05,7.43E-05,9.77E-05,0.000116281,7.3
2013-01-02T06:00:00,0.000113058,4.17E-05,8.70E-05,3.06E-05,7.73E-05,7.73E-05,0.000128139,0.000152546,7.3
2013-01-02T06:30:00,0.000119085,4.32E-05,9.54E-05,3.24E-05,7.73E-05,7.73E-05,0.000128139,0.000152546,7.3
2013-01-02T07:00:00,0.000119986,4.42E-05,0.000100502,3.41E-05,7.55E-05,7.55E-05,0.000133385,0.000158792,7.3
2013-01-02T07:30:00,0.000119315,4.33E-05,1.00E-04,3.41E-05,7.07E-05,7.07E-05,0.000123382,0.000146884,7.3
2013-01-02T08:00:00,0.000116317,4.27E-05,9.89E-05,3.38E-05,6.16E-05,6.16E-05,9.93E-05,0.00011818,7.3
2013-01-02T08:30:00,0.000113066,4.27E-05,9.61E-05,3.36E-05,5.97E-05,5.97E-05,9.22E-05,0.000109711,7.3
2013-01-02T09:00:00,0.000103247,3.82E-05,9.57E-05,3.34E-05,5.51E-05,5.51E-05,7.27E-05,8.65E-05,7.3
2013-01-02T09:30:00,9.95E-05,3.67E-05,9.16E-05,3.23E-05,5.51E-05,5.51E-05,7.15E-05,8.51E-05,7.3
2013-01-02T10:00:00,9.19E-05,3.45E-05,8.72E-05,3.15E-05,5.51E-05,5.51E-05,6.24E-05,7.43E-05,7.3
2013-01-02T10:30:00,9.10E-05,3.45E-05,8.58E-05,3.12E-05,5.49E-05,5.49E-05,6.24E-05,7.43E-05,7.3
2013-01-02T11:00:00,9.11E-05,3.45E-05,8.48E-05,3.09E-05,5.49E-05,5.49E-05,6.20E-05,7.38E-05,7.3
2013-01-02T11:30:00,8.90E-05,3.38E-05,8.35E-05,3.07E-05,5.47E-05,5.47E-05,6.20E-05,7.38E-05,7.3
2013-01-02T12:00:00,8.88E-05,3.38E-05,8.17E-05,3.00E-05,5.44E-05,5.44E-05,6.20E-05,7.38E-05,7.3
2013-01-02T12:30:00,8.86E-05,3.33E-05,8.07E-05,3.00E-05,5.43E-05,5.43E-05,6.20E-05,7.38E-05,7.3
2013-01-02T13:00:00,8.80E-05,3.24E-05,7.98E-05,2.96E-05,5.43E-05,5.43E-05,6.24E-05,7.43E-05,7.3
2013-01-02T13:30:00,8.80E-05,3.24E-05,7.95E-05,2.96E-05,5.43E-05,5.43E-05,6.24E-05,7.43E-05,7.3
2013-01-02T14:00:00,9.38E-05,3.48E-05,7.97E-05,2.96E-05,5.43E-05,5.43E-05,6.91E-05,8.23E-05,7.3
2013-01-02T14:30:00,9.39E-05,3.48E-05,8.00E-05,2.96E-05,5.43E-05,5.43E-05,7.20E-05,8.57E-05,7.3
2013-01-02T15:00:00,0.000101139,3.75E-05,8.29E-05,3.02E-05,6.36E-05,6.36E-05,0.000105542,0.000125645,7.3
2013-01-02T15:30:00,0.000101139,3.75E-05,8.30E-05,3.02E-05,6.36E-05,6.36E-05,0.000112868,0.000134366,7.3
2013-01-02T16:00:00,0.000108777,4.03E-05,8.78E-05,3.14E-05,7.73E-05,7.73E-05,0.000152823,0.000181932,7.3
2013-01-02T16:30:00,0.000109042,4.03E-05,9.13E-05,3.20E-05,7.82E-05,7.82E-05,0.000152823,0.000181932,7.3
2013-01-02T17:00:00,0.000110119,4.14E-05,9.37E-05,3.26E-05,8.06E-05,8.06E-05,0.000160661,0.000191263,7.3
2013-01-02T17:30:00,0.000109033,4.03E-05,9.43E-05,3.31E-05,8.08E-05,8.08E-05,0.000160661,0.000191263,7.3
2013-01-02T18:00:00,0.000105643,3.95E-05,9.41E-05,3.27E-05,8.08E-05,8.08E-05,0.000157373,0.000187349,7.3
2013-01-02T18:30:00,0.000104686,3.93E-05,9.46E-05,3.32E-05,8.08E-05,8.08E-05,0.000157373,0.000187349,7.3
2013-01-02T19:00:00,0.00010216,3.92E-05,9.40E-05,3.28E-05,7.87E-05,7.87E-05,0.00014312,0.000170381,7.3
2013-01-02T19:30:00,0.000102214,3.92E-05,9.40E-05,3.28E-05,7.87E-05,7.87E-05,0.00014312,0.000170381,7.3
2013-01-02T20:00:00,0.000100557,3.85E-05,9.10E-05,3.26E-05,7.31E-05,7.31E-05,0.000115175,0.000137113,7.3
2013-01-02T20:30:00,0.000100557,3.85E-05,9.10E-05,3.26E-05,7.31E-05,7.31E-05,0.000112338,0.000133736,7.3
2013-01-02T21:00:00,9.37E-05,3.60E-05,8.69E-05,3.14E-05,6.83E-05,6.83E-05,7.12E-05,8.47E-05,7.3
2013-01-02T21:30:00,9.11E-05,3.52E-05,8.62E-05,3.13E-05,6.36E-05,6.36E-05,5.62E-05,6.70E-05,7.3
2013-01-02T22:00:00,7.71E-05,3.14E-05,8.20E-05,3.03E-05,5.84E-05,5.84E-05,5.01E-05,5.97E-05,7.3
2013-01-02T22:30:00,6.11E-05,2.74E-05,7.56E-05,2.89E-05,5.38E-05,5.38E-05,4.64E-05,5.53E-05,7.3
2013-01-02T23:00:00,5.22E-05,2.47E-05,7.01E-05,2.70E-05,5.10E-05,5.10E-05,3.83E-05,4.56E-05,7.3
2013-01-02T23:30:00,4.88E-05,2.22E-05,6.93E-05,2.70E-05,5.06E-05,5.06E-05,3.83E-05,4.56E-05,7.3
2013-01-03T00:00:00,4.21E-05,1.79E-05,6.58E-05,2.55E-05,4.35E-05,4.35E-05,1.32E-05,1.58E-05,8.9
2013-01-03T00:30:00,4.22E-05,1.79E-05,6.58E-05,2.55E-05,8.43E-05,8.43E-05,1.32E-05,1.58E-05,8.9
2013-01-03T01:00:00,4.28E-05,1.85E-05,6.68E-05,2.56E-05,8.56E-05,8.56E-05,1.35E-05,1.60E-05,8.9
2013-01-03T01:30:00,4.24E-05,1.79E-05,6.60E-05,2.56E-05,8.46E-05,8.46E-05,1.35E-05,1.60E-05,8.9
2013-01-03T02:00:00,4.73E-05,2.04E-05,6.89E-05,2.60E-05,8.21E-05,8.21E-05,1.38E-05,1.64E-05,8.9
2013-01-03T02:30:00,4.70E-05,2.04E-05,6.87E-05,2.60E-05,7.98E-05,7.98E-05,1.38E-05,1.64E-05,8.9
2013-01-03T03:00:00,5.52E-05,2.19E-05,7.41E-05,2.74E-05,7.66E-05,7.66E-05,1.56E-05,1.86E-05,8.9
2013-01-03T03:30:00,5.40E-05,2.19E-05,7.44E-05,2.74E-05,6.99E-05,6.99E-05,1.56E-05,1.86E-05,8.9
2013-01-03T04:00:00,5.90E-05,2.21E-05,7.60E-05,2.75E-05,6.93E-05,6.93E-05,2.56E-05,3.04E-05,8.9
2013-01-03T04:30:00,6.47E-05,2.40E-05,7.61E-05,2.75E-05,6.93E-05,6.93E-05,3.34E-05,3.98E-05,8.9
2013-01-03T05:00:00,7.60E-05,2.74E-05,7.71E-05,2.76E-05,7.07E-05,7.07E-05,7.29E-05,8.67E-05,8.9
2013-01-03T05:30:00,7.90E-05,2.81E-05,8.20E-05,2.90E-05,7.11E-05,7.11E-05,9.07E-05,0.000108018,8.9
2013-01-03T06:00:00,9.76E-05,3.42E-05,8.57E-05,3.02E-05,7.47E-05,7.47E-05,0.000122025,0.000145268,8.9
2013-01-03T06:30:00,0.000103773,3.57E-05,9.14E-05,3.13E-05,7.47E-05,7.47E-05,0.000122025,0.000145268,8.9
2013-01-03T07:00:00,0.000105112,3.70E-05,9.58E-05,3.26E-05,7.24E-05,7.24E-05,0.000125085,0.000148911,8.9
2013-01-03T07:30:00,0.000104442,3.66E-05,9.50E-05,3.25E-05,6.75E-05,6.75E-05,0.000114364,0.000136148,8.9
2013-01-03T08:00:00,0.000100869,3.63E-05,9.34E-05,3.23E-05,5.89E-05,5.89E-05,9.03E-05,0.000107444,8.9
2013-01-03T08:30:00,9.82E-05,3.48E-05,9.15E-05,3.17E-05,5.89E-05,5.89E-05,8.46E-05,0.000100727,8.9
2013-01-03T09:00:00,8.58E-05,3.10E-05,8.98E-05,3.18E-05,5.50E-05,5.50E-05,6.79E-05,8.08E-05,8.9
2013-01-03T09:30:00,8.21E-05,2.97E-05,8.69E-05,3.09E-05,5.50E-05,5.50E-05,6.76E-05,8.04E-05,8.9
2013-01-03T10:00:00,7.42E-05,2.76E-05,8.36E-05,3.03E-05,5.50E-05,5.50E-05,5.95E-05,7.08E-05,8.9
2013-01-03T10:30:00,7.33E-05,2.71E-05,8.22E-05,2.97E-05,5.48E-05,5.48E-05,5.95E-05,7.08E-05,8.9
2013-01-03T11:00:00,7.36E-05,2.71E-05,8.06E-05,2.95E-05,5.48E-05,5.48E-05,5.91E-05,7.03E-05,8.9
2013-01-03T11:30:00,7.14E-05,2.64E-05,7.85E-05,2.87E-05,5.46E-05,5.46E-05,5.91E-05,7.03E-05,8.9
2013-01-03T12:00:00,7.12E-05,2.61E-05,7.59E-05,2.85E-05,5.42E-05,5.42E-05,5.91E-05,7.03E-05,8.9
2013-01-03T12:30:00,7.10E-05,2.61E-05,7.49E-05,2.80E-05,5.41E-05,5.41E-05,5.91E-05,7.03E-05,8.9
2013-01-03T13:00:00,6.99E-05,2.57E-05,7.42E-05,2.79E-05,5.41E-05,5.41E-05,5.95E-05,7.08E-05,8.9
2013-01-03T13:30:00,6.99E-05,2.57E-05,7.41E-05,2.79E-05,5.41E-05,5.41E-05,5.95E-05,7.08E-05,8.9
2013-01-03T14:00:00,7.76E-05,2.78E-05,7.43E-05,2.79E-05,5.41E-05,5.41E-05,6.62E-05,7.88E-05,8.9
2013-01-03T14:30:00,7.78E-05,2.80E-05,7.47E-05,2.79E-05,5.41E-05,5.41E-05,6.91E-05,8.22E-05,8.9
2013-01-03T15:00:00,8.55E-05,3.03E-05,8.05E-05,2.92E-05,6.18E-05,6.18E-05,0.0001017,0.000121072,8.9
2013-01-03T15:30:00,8.55E-05,3.03E-05,8.06E-05,2.92E-05,6.18E-05,6.18E-05,0.000105833,0.000125991,8.9
2013-01-03T16:00:00,9.24E-05,3.24E-05,8.38E-05,2.99E-05,7.57E-05,7.57E-05,0.000149145,0.000177554,8.9
2013-01-03T16:30:00,9.30E-05,3.31E-05,8.68E-05,3.05E-05,7.66E-05,7.66E-05,0.000149145,0.000177554,8.9
2013-01-03T17:00:00,9.32E-05,3.31E-05,8.93E-05,3.11E-05,7.98E-05,7.98E-05,0.000154269,0.000183653,8.9
2013-01-03T17:30:00,9.21E-05,3.23E-05,9.03E-05,3.17E-05,8.01E-05,8.01E-05,0.000154269,0.000183653,8.9
2013-01-03T18:00:00,8.98E-05,3.21E-05,9.10E-05,3.17E-05,8.01E-05,8.01E-05,0.00015098,0.000179739,8.9
2013-01-03T18:30:00,8.88E-05,3.21E-05,9.12E-05,3.18E-05,8.01E-05,8.01E-05,0.00015098,0.000179739,8.9
2013-01-03T19:00:00,8.79E-05,3.25E-05,9.06E-05,3.18E-05,7.71E-05,7.71E-05,0.000136085,0.000162006,8.9
2013-01-03T19:30:00,8.79E-05,3.25E-05,9.06E-05,3.18E-05,7.71E-05,7.71E-05,0.000136085,0.000162006,8.9
2013-01-03T20:00:00,8.57E-05,3.20E-05,8.94E-05,3.18E-05,7.03E-05,7.03E-05,0.00010814,0.000128738,8.9
2013-01-03T20:30:00,8.57E-05,3.20E-05,8.94E-05,3.18E-05,7.03E-05,7.03E-05,0.000105303,0.000125361,8.9
2013-01-03T21:00:00,8.20E-05,3.09E-05,8.43E-05,3.04E-05,6.66E-05,6.66E-05,6.93E-05,8.25E-05,8.9
2013-01-03T21:30:00,8.02E-05,3.05E-05,8.35E-05,3.03E-05,6.34E-05,6.34E-05,5.33E-05,6.34E-05,8.9
2013-01-03T22:00:00,6.65E-05,2.72E-05,7.90E-05,2.91E-05,5.82E-05,5.82E-05,4.71E-05,5.61E-05,8.9
2013-01-03T22:30:00,5.56E-05,2.48E-05,7.35E-05,2.73E-05,5.22E-05,5.22E-05,4.35E-05,5.17E-05,8.9
2013-01-03T23:00:00,4.66E-05,2.08E-05,7.03E-05,2.68E-05,5.09E-05,5.09E-05,3.64E-05,4.33E-05,8.9
2013-01-03T23:30:00,4.33E-05,1.94E-05,7.00E-05,2.67E-05,5.05E-05,5.05E-05,3.64E-05,4.33E-05,8.9
2013-01-04T00:00:00,3.77E-05,1.64E-05,6.32E-05,2.43E-05,4.35E-05,4.35E-05,1.32E-05,1.58E-05,9.1
2013-01-04T00:30:00,3.78E-05,1.64E-05,6.31E-05,2.43E-05,8.43E-05,8.43E-05,1.32E-05,1.58E-05,9.1
2013-01-04T01:00:00,3.86E-05,1.67E-05,6.41E-05,2.43E-05,8.56E-05,8.56E-05,1.35E-05,1.60E-05,9.1
2013-01-04T01:30:00,3.82E-05,1.67E-05,6.40E-05,2.42E-05,8.46E-05,8.46E-05,1.35E-05,1.60E-05,9.1
2013-01-04T02:00:00,4.29E-05,1.82E-05,6.58E-05,2.51E-05,8.21E-05,8.21E-05,1.38E-05,1.64E-05,9.1
2013-01-04T02:30:00,4.26E-05,1.82E-05,6.56E-05,2.51E-05,7.98E-05,7.98E-05,1.38E-05,1.64E-05,9.1
2013-01-04T03:00:00,4.95E-05,1.91E-05,7.09E-05,2.59E-05,7.66E-05,7.66E-05,1.56E-05,1.86E-05,9.1
2013-01-04T03:30:00,4.87E-05,1.90E-05,7.12E-05,2.60E-05,6.99E-05,6.99E-05,1.56E-05,1.86E-05,9.1
2013-01-04T04:00:00,5.26E-05,1.92E-05,7.38E-05,2.63E-05,6.93E-05,6.93E-05,2.56E-05,3.04E-05,9.1
2013-01-04T04:30:00,5.93E-05,2.25E-05,7.39E-05,2.66E-05,6.93E-05,6.93E-05,3.34E-05,3.98E-05,9.1
2013-01-04T05:00:00,7.18E-05,2.62E-05,7.55E-05,2.73E-05,7.07E-05,7.07E-05,7.29E-05,8.67E-05,9.1
2013-01-04T05:30:00,7.19E-05,2.62E-05,8.04E-05,2.86E-05,7.11E-05,7.11E-05,9.07E-05,0.000108018,9.1
2013-01-04T06:00:00,9.19E-05,3.19E-05,8.38E-05,2.96E-05,7.47E-05,7.47E-05,0.000122025,0.000145268,9.1
2013-01-04T06:30:00,9.80E-05,3.41E-05,8.95E-05,3.09E-05,7.47E-05,7.47E-05,0.000122025,0.000145268,9.1
2013-01-04T07:00:00,9.94E-05,3.48E-05,9.49E-05,3.24E-05,7.24E-05,7.24E-05,0.000125085,0.000148911,9.1
2013-01-04T07:30:00,9.90E-05,3.48E-05,9.44E-05,3.24E-05,6.75E-05,6.75E-05,0.000114364,0.000136148,9.1
2013-01-04T08:00:00,9.37E-05,3.36E-05,9.21E-05,3.15E-05,5.89E-05,5.89E-05,9.03E-05,0.000107444,9.1
2013-01-04T08:30:00,9.17E-05,3.26E-05,9.02E-05,3.15E-05,5.89E-05,5.89E-05,8.46E-05,0.000100727,9.1
2013-01-04T09:00:00,8.10E-05,2.92E-05,8.77E-05,3.09E-05,5.50E-05,5.50E-05,6.79E-05,8.08E-05,9.1
2013-01-04T09:30:00,7.90E-05,2.87E-05,8.48E-05,3.02E-05,5.50E-05,5.50E-05,6.76E-05,8.04E-05,9.1
2013-01-04T10:00:00,7.32E-05,2.71E-05,8.16E-05,2.93E-05,5.50E-05,5.50E-05,6.02E-05,7.16E-05,9.1
2013-01-04T10:30:00,7.23E-05,2.71E-05,8.02E-05,2.90E-05,5.48E-05,5.48E-05,6.02E-05,7.16E-05,9.1
2013-01-04T11:00:00,7.26E-05,2.71E-05,7.85E-05,2.86E-05,5.48E-05,5.48E-05,5.98E-05,7.11E-05,9.1
2013-01-04T11:30:00,7.09E-05,2.62E-05,7.62E-05,2.83E-05,5.46E-05,5.46E-05,5.98E-05,7.11E-05,9.1
2013-01-04T12:00:00,7.07E-05,2.60E-05,7.38E-05,2.74E-05,5.42E-05,5.42E-05,5.98E-05,7.11E-05,9.1
2013-01-04T12:30:00,7.05E-05,2.60E-05,7.28E-05,2.71E-05,5.41E-05,5.41E-05,5.98E-05,7.11E-05,9.1
2013-01-04T13:00:00,7.02E-05,2.57E-05,7.19E-05,2.70E-05,5.41E-05,5.41E-05,6.02E-05,7.16E-05,9.1
2013-01-04T13:30:00,7.02E-05,2.57E-05,7.16E-05,2.69E-05,5.41E-05,5.41E-05,6.02E-05,7.16E-05,9.1
2013-01-04T14:00:00,7.69E-05,2.76E-05,7.23E-05,2.70E-05,5.41E-05,5.41E-05,6.62E-05,7.88E-05,9.1
2013-01-04T14:30:00,7.70E-05,2.76E-05,7.26E-05,2.70E-05,5.41E-05,5.41E-05,6.91E-05,8.22E-05,9.1
2013-01-04T15:00:00,8.58E-05,3.07E-05,7.88E-05,2.85E-05,6.18E-05,6.18E-05,0.0001017,0.000121072,9.1
2013-01-04T15:30:00,8.58E-05,3.07E-05,7.89E-05,2.85E-05,6.18E-05,6.18E-05,0.000105833,0.000125991,9.1
2013-01-04T16:00:00,9.26E-05,3.28E-05,8.40E-05,2.97E-05,7.57E-05,7.57E-05,0.000149145,0.000177554,9.1
2013-01-04T16:30:00,9.29E-05,3.35E-05,8.74E-05,3.05E-05,7.66E-05,7.66E-05,0.000149145,0.000177554,9.1
2013-01-04T17:00:00,9.36E-05,3.35E-05,8.95E-05,3.11E-05,7.98E-05,7.98E-05,0.000154269,0.000183653,9.1
2013-01-04T17:30:00,9.25E-05,3.28E-05,9.05E-05,3.15E-05,8.01E-05,8.01E-05,0.000154269,0.000183653,9.1
2013-01-04T18:00:00,8.90E-05,3.28E-05,9.06E-05,3.15E-05,8.01E-05,8.01E-05,0.00015098,0.000179739,9.1
2013-01-04T18:30:00,8.81E-05,3.21E-05,9.08E-05,3.16E-05,8.01E-05,8.01E-05,0.00015098,0.000179739,9.1
2013-01-04T19:00:00,8.70E-05,3.27E-05,9.02E-05,3.16E-05,7.71E-05,7.71E-05,0.000136085,0.000162006,9.1
2013-01-04T19:30:00,8.70E-05,3.27E-05,9.01E-05,3.16E-05,7.71E-05,7.71E-05,0.000136085,0.000162006,9.1
2013-01-04T20:00:00,8.46E-05,3.19E-05,8.69E-05,3.08E-05,7.03E-05,7.03E-05,0.00010814,0.000128738,9.1
2013-01-04T20:30:00,8.46E-05,3.19E-05,8.69E-05,3.08E-05,7.03E-05,7.03E-05,0.000105303,0.000125361,9.1
2013-01-04T21:00:00,7.92E-05,3.00E-05,8.19E-05,2.96E-05,6.66E-05,6.66E-05,6.93E-05,8.25E-05,9.1
2013-01-04T21:30:00,7.76E-05,2.96E-05,8.12E-05,2.94E-05,6.34E-05,6.34E-05,5.33E-05,6.34E-05,9.1
2013-01-04T22:00:00,6.41E-05,2.63E-05,7.84E-05,2.86E-05,5.82E-05,5.82E-05,4.71E-05,5.61E-05,9.1
2013-01-04T22:30:00,5.17E-05,2.22E-05,7.29E-05,2.70E-05,5.22E-05,5.22E-05,4.35E-05,5.17E-05,9.1
2013-01-04T23:00:00,4.42E-05,1.97E-05,6.99E-05,2.63E-05,5.09E-05,5.09E-05,3.64E-05,4.33E-05,9.1
2013-01-04T23:30:00,4.12E-05,1.83E-05,6.96E-05,2.63E-05,5.05E-05,5.05E-05,3.64E-05,4.33E-05,9.1
